8,,,COL. NAC. DEFENSORES DEL CHACO,,BUENA V.,TORRES CUE,RURAL,,2,50,E.M.,2,SI,ANDE,SI,SI,PRECARIEDAD DE LA LETRINA,CAAZAPA,6
9,,,COL. NAC. MARGARITA CABRAL CENTURIÓN,,SAN JUAN,CENTRO,RURAL,,2,150,E.M.,2,SI,ANDE,SI,SI,MEJORAR LAS CONDICIONES EN QUE SE ENCUENTRA,CAAZAPA,6
10,,,COL. NAC. AVELINO LÓPEZ,,ABAI,TUNA,RURAL,,4,160,E.M.,2,SI,ANDE,SI,SI,NO POSEE Y YA CUENTA CON PLANO DEL MEC,CAAZAPA,6
11,,,COL. NAC. TUPARENDA,,ABAI,TUPARENDA,RURAL,,4,130,E.M.,3,SI,ANDE,SI,SI,NECESITA MEJORAR LAS CONDICIONES,CAAZAPA,6
12,,,COL. NAC. SAN MIGUEL,,ABAI,SAN MIGUEL,RURAL,,4,111,E.M.,2,SI,ANDE,SI,SI,CUENTA CON LETRINA COMUN PRECARIA,CAAZAPA,6
13,,,COL. NAC. CAPIITINDY,,ABAI,CAPIITINDY,RURAL,,4,120,E.E.B Y E.M.,2,SI,ANDE,SI,SI,NO CUENTA CON LETRINA,CAAZAPA,6
2,,,COL. NAC. MCAL. FRANCISCO SOLANO LÓPEZ,,SAN RAFAEL DEL PARANÁ,NARANJITO,URBANA,,R4 Z2,183,COMPARTIDO,2,ESSAP/SENASA,ANDE,M.E.C.,SI,DETERIORO,ITAPUA,7
27,,,"ESC.BÁS. Nº 5243 ""SAGRADA FAMILIA",,MAYOR OTAÑO,Bº REPUBLICANO,URBANA,,R6 Z2,280,E.E.B.,4,POZO ARTESIANO,ANDE,M.E.C.,SI,NO ABASTECE PARA LA CANTIDAD DE ALUMNOS/AS Y DEBE SER DIFERENCIADO,ITAPUA,7
34,,,COLEGIO NAC. MAYOR OTAÑO,,MAYOR OTAÑO,Bº UNIVERSITARIO,URBANA,,R6 Z2,315,E.E.B.,6,CORPOSANA,ANDE,M.E.C.,SI,POR LA CANTIDAD DE ALUMNOS/AS YA NO ABASTECE LA CANTIDAD DE SANITARIO DISPONIBLE,ITAPUA,7
40,,,COLEGIO NACIONAL JOSÉ GERVASIO ARTIGAS,,GRAL. ARTIGAS,BARRIO Nº 1,URBANA,,R1 Z1,46,COMPARTIDO,2,SENASA,ANDE,M.E.C.,SI,PRECARIA CONSTRUCCIÓN,ITAPUA,7
45,,,ESC. BÁS. N`700 MCAL. F. S. LÓPEZ,,CNEL. BOGADO,SANTA CLARA,URBANA,,R2 Z1,400,E.E.B,4,ESSAP,ANDE,M.E.C.,SI,SANITARIOS OBSOLETOS Y MUY DETERIORADOS,ITAPUA,7
46,,,ESC. BÁS. N`4761 STA. CLARA,,CNEL. BOGADO,SANTA CLARA,URBANA,,R2 Z1,250,E.E.B,2,ESSAP,ANDE,M.E.C.,SI,LA CANTIDAD DE SANITARIOS EXISTENTE NO ES SUFIECIENTE YA QUE LA MISMA COMPARTE CON OTRA INSTITUCION,ITAPUA,7
47,,,ESC. BÁS. N`606 MITA ROGA,,CNEL. BOGADO,SANTA CLARA,URBANA,,R2 Z1,50,E.E.B,2,ESSAP,ANDE,MUNICIPAL,SI,LA CANTIDAD DE SANITARIOS EXISTENTE NO ES SUFIECIENTE,ITAPUA,7
48,,,COLEGIO TÉC. VICE PTE. SÁNCHEZ,,S. COSME,Bº CENTRO,URBANA,,R2 Z1,45,N.M,2,SENASA,ANDE,M.E.C.,SI,APERTURA DE INSTITUCION Y ES NECESARIO PARA EL NIVEL CORREPONDIENTE,ITAPUA,7
49,,,COLEGIO SANTA ROSA,,CNEL. BOGADO,STA. ROSA,URBANA,,R2 Z1,99,N.M,4,ESSAP,ANDE,M.E.C.,SI,"SE CUENTAS CON BASE CAMARA SEPTICA, POZO CIEGO EN CONTRAPARTIDA",ITAPUA,7
50,,,COLEGIO TEC. SANTA CLARA,,CNEL. BOGADO,SANTA CLARA,URBANA,,R2 Z1,70,N.M,2,ESSAP,ANDE,M.E.C.,SI,LA CANTIDAD DE SANITARIOS EXISTENTE NO ES SUFIECIENTE YA QUE LA MISMA COMPARTE CON OTRA INSTITUCION,ITAPUA,7
52,,,COLEGIO CRISTO REY,,GRAL. DELGADO,JAZMIN,URBANA,,R2 Z1,220,"E.E.B, E.M.",2,SENASA,ANDE,DIÓCESIS,SI,LA CANTIDAD DE SANITARIOS EXISTENTE NO ES SUFIECIENTE YA QUE LA MISMA COMPARTE CON OTRA INSTITUCION,ITAPUA,7
92,,,COLEGIO NACIONAL REPÚBLICA ARGENTINA,,ENCARNACIÓN,Bº BUENA VISTA,URBANA,,R5 Z1,300,E.M.,6,ESSAP,ANDE,SI,SI,CUENTA CON UN SANITARIO POR SEXO Y SON PRECARIO,ITAPUA,7
98,717024,11080,"ESC. BÁS. 6147 ""8 DE DICIEMBRE""",,OBLIGADO,KO EJU,URBANA,,R1 Z2,148,E.E.B,1,JUNTA DE SANEAMIENTO,ANDE,SI,SI,CRECIMIENTO NATURAL POR POBLACIÓN DE ASENTAMIENTOS SE SIN TECHO Y NUEVOS LOTEAMIENTOS,ITAPUA,7
99,715002,5159,"ESC. BÁS. Nº 1108 PARROQ. PRIV SUBV. NIÑO JESÚS""",,JESÚS,SAN MIGUEL,URBANA,,R1 Z2,325,E.E.B,8,SENASA,ANDE,SI,SI,"CUENTA SÓLO CON LETRINA Y ES INSALUBRE, CONSIDERANDO QUE ESTÁ EN ZONA URBANA Y CUENTA CON MUCHOS ALUMNOS.",ITAPUA,7
100,729002,5603,COL. NAC. ESPÍRITU SANTO,,PIRAPÓ,PIRAPÓ CENTRO,URBANA,,R1 Z2,500,COMPARTIDO,8,SENASA,ANDE,SI,SI,"EXISTE POCA CANTIDAD, CONSIDERANDOEL NÚMERO DE ALUMNO.",ITAPUA,7
107,715003,5160,COL. NAC. DE JESÚS,,JESÚS,SAN MIGUEL,URBANA,,R1 Z2,150,E.M.,10,JUNTA DE SANEAMIENTO,ANDE,SI,SI,LA INSTITUCIÓN CUENTA CON 190 ALUMNOS Y SÓLO CUENTA CON DOS SANITARIOS UNO PARA MUJERES Y OTRO PARA VARONES,ITAPUA,7
184,710003,5020,COLEGIO NACIONAL DOMINGO ROBLEDO,,NATALIO,CENTRO,URBANA,CENTRO,R3 Z2,290,COMPARTIDO,6,JUNTA DE SANEAMIENTO,ANDE,M.E.C.,SI,"SE NECESITA LA CONSTRUCCIÓN PORQUE LOS EXISTENTES SON INSUFICIENTES Y PRECARIOS, CONSTRUIR TODO DE NUEVO TRES SANITARIOS PARA MUJERES Y TRES SANITARIOS PARA VARONES.",ITAPUA,7
185,,,SUPERVICION PEDAGOGICA ZONA F,,CARMEN DEL PARANA,CARMEN PARANA,URBANA,,R6 Z1,4500,E.E.B-E.M.-EP,2,CORPOSANA,ANDE,M.E.C.,SI,,ITAPUA,7
1,,,"COLEGIO NACIONAL ""MARIO LUIS LLANO VIERA""",,SAN JUAN BAUTISTA,VILLA ESPERANZA,URBANA,,1,55,COMPARTIDO,2,ESSAP,ANDE,M.E.C.,SI,EL NIVEL MEDIO NO CUENTA CON SANITARIOS.,MISIONES,8
1,,,COLEGIO NACIONAL SAN RAMÓN,,SANTIAGO,SAN RAMÓN,URBANA,,R2,110,N.M Y 3°C,1,JUNTA DE SANEAMIENTO,ANDE,M.E.C.,SI,LA INSTITUCIÓN NO CUENTA CON UN SANITARIO SEXADO Y MISMO EL PEDIDO OBEDECE A Q LOS EDUCANDOS NO PUEDEN UTILIZAR SANITARIOS INADECUADOS E INSALUBRES.,MISIONES,8
2,,,COLEGIO NACIONAL SAN SOLANO,,SANTA ROSA,GABINO ROJAS,RURAL,,R2,53,N.M.,1,JUNTA DE SANEAMIENTO,ANDE,M.E.C.,SI,LA INSTITUCIÓN NO CUENTA CON UN SANITARIO SEXADO Y MISMO EL PEDIDO OBEDECE A Q LOS EDUCANDOS NO PUEDEN SEGUIR UTILIZANDO EL SANITARIO DE LA EDUCACIÓN PRIMARIA.,MISIONES,8
4,,,COL. NAC. ALEJANDRO FALCÓN ESCOBAR,,AYOLAS,ASENT.MISIONES POTY,RURAL,,3,,N.M.,1,AGUA POTABLE,ANDE,INDERT,SI,POR NO CONTAR CON INFRAESTRUCTURA ACORDE AL NIVEL,MISIONES,8
5,,,COL.NAC. DE EMYD VILLA PERMANENTE,,AYOLAS,VILLA PERMANENTE,URBANA,,3,,E.M.,10,ESSAP,SI,EBY,SI,LA INSTITUCIÓN NECESITA CON URGENCIA REPARACIÓN TOTAL DE LOS SANITARIOS,MISIONES,8
11,,,"LIC.NAC. ""JUAN DE AYOLAS""",,AYOLAS,MARÍA GRACIELA,URBANA,,3,,COMPARTIDO,6,EBY,SI,M.E.C.,SI,"LA INSTITUCIÓN FUNCIONA EN UNA ESCUELA; TIENE TERRENO PROPIO, FALTA CONSTRUCCIÓN",MISIONES,8
12,,,"ESC.BÁS. 2863""JUAN BAUTISTA V DE MAIDANA""",,YABEBYRY,ISLA MBURUCUYA,RURAL,,3,,E.E.B,2,POZO ARTESIANO,NO,PRIVADO,SI,BENEFICIO PARA LA POBLACIÓN ESCOLAR,MISIONES,8
14,,,"ESC.BÁS.N° 164 ""CARLOS A. LOPEZ",,YABEBYRY,CENTRAL,URBANA,,3,,E.E.B 3° CICLO,6,SENASA,TRIFÁSICO,M.E.C.,SI,LA INSTITUCIÓN NECESITA CON URGENCIA SANITARIOS SEXADOS PARA EL 3ER. CICLO,MISIONES,8
15,,,"ESC.BÁS.N 11042""DON STGO.GONZALEZ R.",,YABEBYRY,YAPEPO,RURAL,,3,,1° CICLO,2,NO,ANDE,PRIVADO,SI,LA INSTITUCIÓN NO CUENTA CON SANITARIO ADECUADO,MISIONES,8
17,,,COLEGIO NACIONAL PADRE LUIS LEITA,,AYOLAS,CORATEI,RURAL,,3,15,E.E.B.NM. COMPARTIDO,1,,,M.E.C.,SI,LA INSTITUCIÓN NO CUENTA CON SANITARIOS PARA PROFESORES Y ADMINISTRATIVOS,MISIONES,8
18,,,COLEGIO NACIONAL CNEL. PANCHITO LÓPEZ,,YABEBYRY,PANCHITO LÓPEZ,RURAL,,3,11,N.M.,1,PUESTO DE SALUD,ANDE,M.E.C.,SI,LA INSTITUCIÓN NO CUENTA CON SANITARIOS PARA PROFESORES Y ADMINISTRATIVOS,MISIONES,8
19,,,COLEGIO JUAN DE AYOLAS,,AYOLAS,B° MARIA GRACIELA,URBANA,,3,220,"N.I., 1°,2°,3° Y E.M. COMPARTIDO",6,CORPOSANA,ANDE,SI,SI,CON TITULO DE PROPIEDAD RECONOCIDO POR EL MEC,MISIONES,8
1-,,,LIC. NAC. CMDTE. EDUARDO RAMÍREZ,,SAN IGNACIO,SAN PABLO,RURAL,SAN PABLO,IV,50,COMPARTIDO,4,SI,ANDE,M.E.C.,SI,NO CUENTA CON BAÑOS PARA EL NIVEL.,MISIONES,8
2-,,,COLEGIO NACIONAL SANTA RITA,,SAN IGNACIO,SANTA RITA,RURAL,SANTA RITA,IV,116,COMPARTIDO,7,SENASA,ANDE,M.E.C.,SI,SE CUENTA CON DOS BAÑOS COMUNES.,MISIONES,8
3-,,,COLEGIO NACIONAL DON JULIO AFARA,,SAN IGNACIO,SAN ANTONIO,RURAL,,IV,40,N.M.,4,SENASA,ANDE,M.E.C.,SI,NO CUENTA CON BAÑOS PARA EL NIVEL.,MISIONES,8
4,,,CENTRO DE EDUCACIÓN AGROECOLÓGICO SAN ISIDRO LABRADOR,,SAN IGNACIO,SAN ANTONIO,RURAL,,IV,65,N.M,1,,,,,,MISIONES,8
2,,,COLEGIO NAC. QUIINDY,,QUIINDY,SANTA MARÍA,URBANA,,3,350,E.E.B Y NM,1,SENASA,ANDE,M.E.C.,SI,DÉFICIT,PARAGUARI,9
4,,,COL. NAC. DON ANTONIO SAMUEL FANEGO,,YBYCUÍ,CABALLERO PUNTA,RURAL,,4,30,N.M.,4,SI,SI,SI,SI,LA INSTITUCIÓN NO CUENTA CON BAÑO DIFERENCIADO,PARAGUARI,9
5,,,"ESCUELA BÁSICA Nº667  ""DR. CAYO ROMERO PEREIRA """,,PIRAYÚ,CERRO VERÁ,RURAL,,1,180,INICIAL Y E.E.B,2,JUNTA DE SANEAMIENTO,ANDE,M.E.C.,SI,"REQUIERE DE MÁS SANITARIOS POR LA CANTIDAD DE ALUMNOS, LO EXISTENTE NO ABASTECE",PARAGUARI,9
6,,,"COL. ""ING. AGRÓNOMO HERNANDO BERTONI""",,LA COLMENA,MBOCAYATY,RURAL,,R1,300,COMPARTIDO,4,SENASA,ANDE,M.E.C.,SI,LETRINA EN MAL ESTADO,PARAGUARI,9
7,,,"ESCUELA BÁSICA Nº  7.444 "" PROF.TEODOSIA RAMÍREZ """,,PIRAYÚ,CERRO VERÁ ZONA ALTA,RURAL,,1,115,INICIAL Y E.E.B,4,JUNTA DE SANEAMIENTO,ANDE,M.E.C.,SI,"SE CUENTA CON PLANO APROBADO ,SE REQUIERE DE SANITARIOS SEXADO PARA LOS ALUMNOS/AS",PARAGUARI,9
8,,,COLEGIO NAC. QUIINDY,,QUIINDY,SANTA MARÍA,URBANA,,3,48,DOCENTES,1,SENASA,ANDE,M.E.C.,SI,DÉFICIT,PARAGUARI,9
11,,,COL. NAC. ISLA YBATÉ,,CARAPEGUÁ,ISLA YBATE,RURAL,,2,96,COMPARTIDO,2,SENASA,ANDE,M.E.C.,SI,FALTA DE LOS MISMOS,PARAGUARI,9
12,,,COLEGIO TÉC. AGROP. TACUARE'Ë POTY,,TEBICUARY-MÍ,ÑUAHU,RURAL,,R1,40,COMPARTIDO,3,POZO ARTESIANO,ANDE,M.E.C.,SI,DÉFICIT,PARAGUARI,9
13,,,COL. NAC. SAGRADO CORAZÓN DE JESÚS,,CARAPEGUÁ,NDAVARÚ,RURAL,,2,,N.M.,4,SI,SI,SI,SI,NO CUENTA CON SANITARIO,PARAGUARI,9
15,,,COL. NAC. SAN BLAS,,YBYTYMÍ,SAN BLAS,RURAL,,3,40,E. M.,1,JUNTA DE SANEAMIENTO,ANDE,M.E.C.,SI,NO CUENTA CON SANITARIO,PARAGUARI,9
17,,,COL. NAC. NUESTRA SRA. DE LA ASUNC.,,YBYTYMÍ,TUCUMÁN PYA.,RURAL,,3,32,E. M.,2,JUNTA DE SANEAMIENTO,ANDE,NO,SI,DÉFICIT DE SANITARIOS,PARAGUARI,9
18,,,COL. NAC. SANTISIMO REDENTOR,,ACAHAY,,RURAL,,R1,50,N.M.,2,SENASA,ANDE,M.E.C.,SI,DÉFICIT,PARAGUARI,9
23,,,"ESCUELA BÁSICA Nº  6.497  "" LAUREANA FRANCIA""",,PIRAYÚ,LOMA PYTÁ -CERRO LEÓN,RURAL,,1,,INICIAL Y E.E.B,1,JUNTA DE SANEAMIENTO,ANDE,M.E.C.,SI,"LA INSTITUCIÓN TIENE NECESIDAD ,POR CRECIMIENTO NATURAL",PARAGUARI,9
24,,,"COLEGIO NAC. ""GREGORIO RAMON CARDOZO""",,ACAHAY,,RURAL,,R1,65,N.M.,3,SENASA,ANDE,M.E.C.,SI,DÉFICIT,PARAGUARI,9
25,,,"""  COLEGIO NACIONAL DE PIRAYÚ """,,PIRAYÚ,PIRAYÚ -BARRIO N° 1,URBANA,,1,164,E.E.B,3,JUNTA DE SANEAMIENTO,ANDE,M.E.C.,SI,"LA INSTITUCIÓN TIENE NECESIDAD ,POR DETERIORO DE LOS EXISTENTE",PARAGUARI,9
27,,,"""  COLEGIO NACIONAL  PROF: MARCIANO MARTÍNEZ  """,,PIRAYÚ,CÑIA PASO ESPERANZA,RURAL,,1,160,E.E.B,4,JUNTA DE SANEAMIENTO,ANDE,M.E.C.,SI,LOS SANITARIOS NECESITAN URGENTE REPARACIÓN ESTAN DETERIORADOS,PARAGUARI,9
29,,,"""  COLEGIO NACIONAL  MARÍA AXIALIADORA """,,PIRAYÚ,CÑIA -YAGUARÓN -YURÚ,RURAL,,1,74,E.E.B,3,JUNTA DE SANEAMIENTO,ANDE,M.E.C.,SI,LA INSTITUCIÓN NO CUENTA CON SANITARIO SEXADO,PARAGUARI,9
30,,,CENTRO N°9-12,,ACAHAY,15 DE AGOSTO,URBANA,,R1,60,EJA,2,SENASA,ANDE,M.E.C.,SI,NO POSEE SANITARIO,PARAGUARI,9
38,,,COL. NAC. CAÑADA SIMBRÓN,,SAN ROQUE GONZÁLEZ DE SANTA CRUZ,CAÑADA SIMBRÓN,RURAL,,3,168,E.E.B Y NM,3,POZO ARTESIANO,ANDE,M.E.C.,SI,DÉFICIT,PARAGUARI,9
40,,,ESC. BAS. N˚4293 SAN RAFAEL,,YBYCUÍ,PANCHA GARMENDIA,RURAL,,4,,E.E.B,3,SI,,M.E.C.,SI,BAŇO DIFERENCIADO,PARAGUARI,9
42,,,"COL.NAC.""AGUSTINA MIRANDA GONZÁLEZ""",,LA COLMENA,V. DE FÁTIMA,URBANA,,R1,496,COMPARTIDO,8,SENASA,ANDE,M.E.C.,SI,DETERIORO,PARAGUARI,9
51,,,COL. NAC.DON FEDERICO GODOY,,ESCOBAR,MBOCAYATY,RURAL,,1,130,E.E.B,4,SI,SI,SI,SI,LA CANTIDAD DISPONIBLE ES INSUFICIENTE,PARAGUARI,9
53,,,ESC. BÁS. Nº  151  INGLATERRA,,SAPUCAI,VILLA FERROVIARIA,URBANA,,1,190,E.E.B,7,POZO ARTESIANO,ANDE,M.E.C.,SI,CONSTRUCCIÓN VIEJA Y PRECARIA DEL ACTUAL SANITARIO,PARAGUARI,9
54,,,CENTRO N°9-117,,ACAHAY,TAPE GUAZU,RURAL,,R1,12,EJA,2,POZO ARTESIANO,ANDE,M.E.C.,SI,NO POSEE SANITARIO,PARAGUARI,9
59,,,ESC. BÁS. Nº  6499 VIRGEN PERPETUO SOCORRO,,SAPUCAI,CÑIA. MBOPICUA,RURAL,,1,20,E.E.B,3,POZO ARTESIANO,ANDE,PRIVADO,SI,POR FALTA,PARAGUARI,9
60,,,"COLEGIO NACIONAL ""SAN JUAN BAUTISTA""",,ACAHAY,,RURAL,,R1,42,N.M.,5,SENASA,ANDE,M.E.C.,SI,DÉFICIT,PARAGUARI,9
64,,,COL. NAC. DIONISIO LEZCANO,,YBYCUÍ,PALACIO CUÉ,RURAL,,4,150,N.M.,3,SI,SI,SI,SI,SOLO CUENTA CON UNA LETRINA COMÚN,PARAGUARI,9
65,,,COMANDANTE JULIÁN INSFRAN,,SAPUCAI,CÑIA. CMDTE. JULIÁN INSFRÁN,RURAL,,1,13,E.E.B,2,POZO ARTESIANO,ANDE,PRIVADO,SI,POR FALTA,PARAGUARI,9
66,,,"COL. NAC. ""IRMA RAMIREZ VDA DE RODAS""",,ACAHAY,,RURAL,,R1,70,N.M.,5,SENASA,ANDE,M.E.C.,SI,DÉFICIT,PARAGUARI,9
67,,,COL. NAC. SANTA BARBARA,,PARAGUARÍ,SAN MIGUEL,URBANA,,1,98,E.E.B Y MEDIA,2,NO,SI,NO,SI,CONTAMOS CON AGUA PROVEIDA DEL COMARTE (AGUA SALADA),PARAGUARI,9
69,,,COL. NAC. PROF. ENCARNACIÓN ALÚM DE VIVE,,PARAGUARÍ,PA'I GÓMEZ,URBANA,,1,65,E.E.B Y MEDIA,3,ESSAP,ANDE,M.E.C.,SI,LOS SANITARIOS YA  NO DAN ABASTO PARA LA POBLACION,PARAGUARI,9
71,,,COL. NAC. PROF. ENCARNACIÓN ALÚM DE VIVE,,PARAGUARÍ,PA'I GÓMEZ,URBANA,,1,25,E.E.B Y MEDIA,1,ESSAP,ANDE,M.E.C.,SI,LOS PROFESORES NO CUENTAN CON SANITARIOS,PARAGUARI,9
72,,,"COL. NAC. ""DON SANTOS DAMASO MEDINA FLEITAS""",,ACAHAY,,RURAL,,R1,35,N.M.,5,SENASA,ANDE,NO,SI,DÉFICIT,PARAGUARI,9
73,,,COL. NAC. DR. JOSÉ GASPAR RODRÍGUEZ DE FRANCIA,,YAGUARÓN,SAN FRANCISCO,URBANA,,1,170,E.E.B Y MEDIA,8,JUNTA DE SANEAMIENTO,ANDE,M.E.C.,SI,TOTAL ESTADO DE DETERIORO,PARAGUARI,9
75,,,COL. NAC. CNEL. JOSÉ M. ARGAÑA,,YAGUARÓN,POTRERITO,RURAL,,1,215,E.E.B Y MEDIA,3,SENASA,ANDE,M.E.C.,SI,"POR LA CANTIDAD DE ALUMNOS, COMPARTEN LOS TRES NIVELES UN SANITARIO",PARAGUARI,9
78,,,COL. SAN JUAN BAUSTISTA,,ACAHAY,COSTA BAEZ,RURAL,,R1,80,N2,2,SENASA,ANDE,M.E.C.,SI,DÉFICIT,PARAGUARI,9
84,,,COL. GREGORIO RAMÓN CARDOZO,,ACAHAY,YEGUARIZO,RURAL,,R1,28,N2,2,SENASA,ANDE,M.E.C.,SI,DÉFICIT,PARAGUARI,9
85,,,CLEGIO NACIONAL TZU-CHI DEL PARAGUAY.,,YAGUARÓN,ÑUATI-CALLE KM 59 1/2,RURAL,VILLA CONAVI 1,1,120,E.E.B Y MEDIA,2,POZO ARTESIANO,ANDE,M.E.C.,SI,"EL NIVEL MEDIO NO CUENTA CON SANITARIOS DIFERENCIADOS, SE SOLICITA DOS BAÑOS DIFERENCIADOS, ÉSTOS SE COMPARTIRÁ CON LA ESCUELA BÁSICA Nº 3.238 ""DIVINO NIÑO JESÚS"".",PARAGUARI,9
87,,,"ESCUELA BÁSICA Nº  2.135 "" JOSÉ EDUVIGIS VILLAGRA PEÑA""",,PIRAYÚ,CÑIA -YAGUARÓN -YURÚ,RURAL,,1,,E.E.B Y MEDIA,3,JUNTA DE SANEAMIENTO,ANDE,M.E.C.,SI,LA INSTITUCIÓN NO CUENTA CON SANITARIO SEXADO,PARAGUARI,9
89,,,COLEG. NAC. SAN ANTONIO,,PARAGUARÍ,ÑUATI,RURAL,,1,85,E.E.B Y MEDIA,4,SI,SI,SI,SI,CANTIDAD DISPONIBLE INSUFICIENTE Y EN ESTADO REGULAR,PARAGUARI,9
93,,,COLEGIO NACIONAL REPÚBLICA DE GUATEMALA,,YAGUARÓN,SAN MIGUEL,URBANA,,1,285,N.M.,5,CORPOSANA,ANDE,M.E.C.,SI,ESTADO DEPLORABLES DEL SANITARIO,PARAGUARI,9
95,,,COLEGIO NACIONAL LA AMISTAD,,YAGUARÓN,CÑÍA. GUARAPÍ,RURAL,,1,100,N.M.,3,SENASA,ANDE,SI,SI,POR FALTA DE BAÑO SEXADO PARA LOS ALUMNOS DEL 3ER.,PARAGUARI,9
97,,,COLEGIO NACIONAL RITA SOTELO DE FIGUEREDO,,PIRAYÚ,CAAGUY POTI,RURAL,,1,50,N.M.,3,JUNTA DE SANEAMIENTO,ANDE,M.E.C.,SI,POR CARENCIA,PARAGUARI,9
99,,,COLEGIO NAC.  PROFESOR MARCIANO MARTÍNEZ,,PIRAYÚ,PASO ESPERANZA,RURAL,,1,45,N.M.,2,,,,,,PARAGUARI,9
101,,,COLEGIO NACIONAL SAN BLAS,,PIRAYÚ,COSTA JHÚ,RURAL,,1,55,N.M.,4,JUNTA DE SANEAMIENTO,ANDE,M.E.C.,SI,LOS SANITARIOS NO LE CORRESPONDEN AL COLEGIO.,PARAGUARI,9
103,,,COLEGIO NACIONAL JORGE MANUEL PÉREZ RAMÍREZ,,PIRAYÚ,TUYUCUÁ,RURAL,,1,120,N.M.,3,JUNTA DE SANEAMIENTO,ANDE,M.E.C.,SI,POR CARENCIA,PARAGUARI,9
105,,,COLEGIO NACIONAL VIRGEN PERPETUO SOCORRO,,PIRAYÚ,CERRO LEÓN,RURAL,,1,80,N.M.,1,ERSSAN,ANDE,EN GESTIÓN,SI,PORQUE NO SE CUENTA CON SANITARIOS SEXADOS,PARAGUARI,9
107,,,COLEGIO NACIONAL DE PIRAYÚ,,PIRAYÚ,BARRIO Nº1,URBANA,,1,145,N.M.,,SENASA,ANDE,M.E.C.,SI,,PARAGUARI,9
109,,,COL. NAC.  BASILISA PRIETO DE GONZÁLEZ,,SAPUCAI,YARIGUÁ-Á-MI,RURAL,,1,60,N.M.,3,POZO ARTESIANO,ANDE,M.E.C.,SI,LA CONSTRUCCIÓN ACTUAL ESTÁ TOTALMENTE DETERIORADA,PARAGUARI,9
111,,,COL. NAC. SAN  JOSÉ,,SAPUCAI,ARROYO  PORA,RURAL,,1,22,N.M.,2,SENASA,ANDE,M.E.C.,SI,POR FALTA,PARAGUARI,9
113,,,COL. NAC. DON EMIGDIO AYALA BÁEZ,,ESCOBAR,GUASU CUA,RURAL,,1,30,N.M.,4,POZO ARTESIANO,ANDE,M.E.C.,SI,NO SE DISPONE DE LA MISMA,PARAGUARI,9
115,,,COL NAC. PROF. JULIO FRONTANILLA,,PARAGUARÍ,COSTA PUCÚ,URBANA,,1,90,COMPARTIDO,2,SENASA,ANDE,M.E.C.,SI,NO POSEE LA INSTITUCIÓN,PARAGUARI,9
116,,,COL.DOÑAROSA I.PEREIRA DE R.,,YBYCUÍ,PEREIRA CUÉ,RURAL,,4,65,E.E.B.3°CICLO Y,3,SI,SI,NO,SI,FUNCIONA EN LA INSTITUCIÓN DESDE E.I.,PARAGUARI,9
117,,,,,,,,,,,N.M.,,,,,,"HASTA EL NIVEL MEDIO COMPARTIDO, Y DIFICULTA",PARAGUARI,9
118,,,,,,,,,,,,,,,,,MUCHO EL USO DE SANITARIOS CON NIÑOS,PARAGUARI,9
119,,,,,,,,,,,,,,,,,PEQUEÑOS Y JÓVENES,PARAGUARI,9
120,,,COL. NAC. SAN PEDRO,,CARAPEGUÁ,CAAZAPÁ,RURAL,,2,240,E.E.B Y N.M,2,SENASA,ANDE,FISCAL,SI,CANTIDAD DE ALUMNOS,PARAGUARI,9
121,,,"ESC. BÁS. Nª 933 ""DR. MOISES S. BERTONI""",,YBYCUÍ,ISLA ALTA,RURAL,,R1,45,E.E.B,2,POZO ARTESIANO,ANDE,NO,SI,LETRINA COMÚN,PARAGUARI,9
122,,,COL. NAC. PROF. CARMELO BARRIOS ARMOA,,CARAPEGUÁ,PACHECO,RURAL,,2,120,COMPARTIDO,4,SI,SI,M.E.C.,SI,,PARAGUARI,9
124,,,COL. NAC. SAN MIGUEL,,CARAPEGUÁ,TAJY LOMA,RURAL,,2,50,N.M.,4,SI,SI,SI,SI,NO CUENTA CON SANITARIO,PARAGUARI,9
128,,,COL. NAC. AGUAI'Y,,CARAPEGUÁ,AGUAI'Y,RURAL,,2,150,E.E.B. Y N.M,6,SI,SI,SI,SI,FALTA DE LOS MISMOS,PARAGUARI,9
141,,,COLEGIO NAC. DON ISAAC ORTIZ,,QUYQUYHÓ,CERRO GUY,RURAL,,3,150,N.M.,3,SENASA,ANDE,M.E.C.,SI,DÉFICIT,PARAGUARI,9
148,,,COL. NAC. RCA. DE NICARAGUA,,CARAPEGUÁ,Bº SAN MIGUEL,URBANA,,2,60,N.M.,2,SI,SI,SI,SI,LOS EXISTENTES SON INSUFICIENTES,PARAGUARI,9
153,,,COLEG.NAC.CAAGUY GUASU,,MBUYAPEY,POTRERITO,RURAL,COL.MARÍA ANTONIA,4,50,N.M.,3,POZO ABIERTO,ANDE,NO,SI,,PARAGUARI,9
157,,,COL. NAC. CPTAN GUILLERMO LÓPEZ MOREIRA,,MBUYAPEY,ÑUAHI I,RURAL,,4,90,E.E.B Y MEDIO COMPARTIDO,1,POZO ARTESIANO,ELECTRICIDAD,NO,SI,LA INSTITUCIÓN NO CUENTA CON  SANITARIO SUFICIENTE PARA  LA CANTIDAD DE NUMEROS DE ALUMNOS QUE CUENTA EL COLEGIO,PARAGUARI,9
