10,20525,,COL. NAC. JOHN F. KENNEDY,,LORETO,FÁTIMA,URBANA,-,2,295,E.E.B Y NIVEL MEDIO,2,2,POR LLEGAR A SU VIDA ÚTIL.,CONCEPCION,1
27,,,COL. NAC. JORGE SEBASTIÁN MIRANDA,,HORQUETA,BARRIOS LAS PALAMAS,URBANA,,4,600,E.E.B,-,1,-,CONCEPCION,1
3,214002,2046,COLEGIO GRAL RESQUÍN,,GRAL. RESQUÍN,VIRGEN DE FATIMA,URBANA,-,8,240,E.M,6,-,COMPLETO,SAN PEDRO,2
12,204054,15406,COL. NAC. COL. MBARETE,,GEA,COL. MBARETE,RURAL,COL. MBARETE,11,250,COMPARTIDO,1,1,NECESITA REPARACION PARA SU MEJOR USO,SAN PEDRO,2
15,1847,15439,COLEGIO NAC. BARRIO REPUBLICANO,,SAN ESTANISLAO,REPUBLICANO,RURAL,,4,60,N.M.,5,,DÉFICIT,SAN PEDRO,2
18,3560,22106,COL. NAC. SAN ISIDRO,,SAN ESTANISLAO,SAN ISIDRO,RURAL,COLONIA SAN ISIDRO,4,210,E.E.B.,3,,DÉFICIT,SAN PEDRO,2
19,1853,15425,COL. NAC. SANTA TERESA,,SAN ESTANISLAO,10000 SANTA TERESA,RURAL,,4,75,E.E.B. Y NIVEL MEDIO,6,,DÉFICIT,SAN PEDRO,2
23,1859,15421,COL. NAC. DR. MOISÉS BERTONI,,SAN ESTANISLAO,CALLE 2000 BERTONI,RURAL,,4,150,"E.I., E.E.B. Y NIVEL MEDIO",15,,DÉFICIT,SAN PEDRO,2
24,11280,21113,COL. NAC. OÑONDIVEPA,,SAN ESTANISLAO,CURURUO,RURAL,,4,290,E.E.B.,3,,DÉFICIT,SAN PEDRO,2
28,1848,15441,COL. NAC. KUARAHY RESE,,SAN ESTANISLAO,CALLE 10000 DEF. DEL CHACO,RURAL,,4,150,E.I. Y E.E.B. ,6,,DÉFICIT,SAN PEDRO,2
34,,,COL.NAC.NUESTRA SRA DE LOURDES,,ITACURUBI DEL ROSARIO,SAN ALFREDO,RURAL,,6,110,E.M..,,3,NO SE CUENTA CON SANITARIO ADECUADO,SAN PEDRO,2
37,021 2010,2 003,"COLEGIO NACIONAL ""SAN JUAN""",,25 DE DICIEMBRE,COLONIA NAVIDAD,RURAL,,7,123,COMPARTIDO,3,,EN DETERIORO,SAN PEDRO,2
41,21037,30089,ESCUELA NACIONAL DE COMERCIO CUAREPOTÍ,,VILLA DEL ROSARIO,VILLA DEL ROSARIO,URBANA, -,1,54,E.E.B Y E.M.YT,2, -,DEFICIT  (POSEE SANITARIO EN PESIMO ESTADO),SAN PEDRO,2
42,,10710,"ESCUELA BÁSICA Nº 1805 ""WILHELM ALLGEIER",1805,VILLA DEL ROSARIO,CÑÍA. ESCALERA,URBANA, -,1,122,E.I Y E.E.B,2, -,DEFICIT  (LOS SANITARIO ACTUALMENTE NO FUNCIONAN),SAN PEDRO,2
48,,,COL. NAC. NUEVA ALIANZA,,YATAITY DEL N.,NUEVA ALIANZA,RURAL,NUEVA ALIANZA,8,45,E.E.B. Y N. M.,2,2,"POR NO CONTAR CON TECHO, ELECTICIDAD
Y PLOMERIA",SAN PEDRO,2
49,,,COL. NAC. SANTA RITA,,YATAITY DEL N.,BARRERO PYTA,RURAL,BARRERO PYTA,8,,E.E.B. Y N. M.,3,1, EL COLEGIO NECESITA DE BAÑOS,SAN PEDRO,2
5,,,COLEGIIO NACIONAL EMD MCAL. FRANCISCO S. LÓPEZ,,ATYRA,CENTRO,URBANA,-,1,680,MEDIO,3,3,SANITARIOS EN MAL ESTADO,CORDILLERA,3
11,,,ESC.1086 P.SUBV. SAN JOSÉ,,VALENZUELA,B° SAN JOSÉ,URBANA,-,3,112,"E.E.B 1°,2°Y3° ",Un bloque,-,LOS SANITARIOS NO ESTÁN EN BUENAS CONDICIONES.,CORDILLERA,3
13,,,COLEGIO NACIIONAL DONA VICTORIA B. BARRIENTOS,,ATYRA,ZANJA HU,RURAL,-,1,300,MEDIO,6,6,SANITARIOS EN MAL ESTADO,CORDILLERA,3
15,,,ESC.45 PROF. ADELA TORRES SÁNCHEZ,,VALENZUELA,B° SAN ROQUE,URBANA,-,3,193,"EEE 1º,2º Y 3ºC",Un bloque,-,DETERIORO DE LAS INSTALACIONES DE PLOMERIA Y LA ESTÉTICA. ,CORDILLERA,3
21,,,COLEGIO NACIONAL DON LEONARDO SALCEDO,,SAN BERNARDINO,C.COLÓN,URBANA,-,1,150,MEDIO,2,-,SANITARIOS VIEJOS Y EN MAL ESTADO,CORDILLERA,3
24,,,C.N. SANTO DOMINGO DE GUZMÁN,,JUAN DE MENA,CÑÍA SANTO DOMINGO,RURAL,-,4,60,NIVEL MEDIO,1,2,MALA CIMENTACIÓN ATENTA CONTRA LA VIDA DE LOS ESTUDIANTES,CORDILLERA,3
29,,,COLEGIO TECNICO SAN BERNARDINO,,SAN BERNARDINO,,RURAL,-,1,175,MEDIO,2,2,SANITARIOS INSUFICIENTES Y EN MAL ESTADO,CORDILLERA,3
36,,,C.N. SAGRADA FAMILIA,,JUAN DE MENA,GUIDO ALMADA I,RURAL,GUIDO ALMADA I,4,40,NIVEL MEDIO,_,-,ESTA CONSTRUCCIÓN NO CUENTA LA INSTITUCIÓN,CORDILLERA,3
37,,,COLEGIO NACIONAL ADELA SPERATI,,SAN BERNARDINO,PIRAYUI,RURAL,-,1,260,MEIDO,3,3,SANITARIOS VIEJOS Y EN MAL ESTADO,CORDILLERA,3
56,,,COL. NACIONAL SAN BLÁS,,MBOCAYATY,CÑIA. SAN BLÁS,RURAL,-,2,90,·3ER CICLO Y E.M.,4,-,REPARACIÓN DE TECHO,CORDILLERA,3
59,,,COL .NACIONAL DEMETRIO AQUINO,,CARAGUATAY,CÑIA ALFONSO LOMA,RURAL,-,2,100,3ER CICLO Y E.M.,2,-,REPARACIÓN TOTAL,CORDILLERA,3
66,,,COLEGIO NACIONAL JHUGUA POI,,ITACURUBI,JHUGUA POI,RURAL,-,3,106,COMPARTIDO,2,-,CONSTRUCCION DETERIORADA Y PRECARIA,CORDILLERA,3
69,,,COLEGIO NACIONAL PROF GERARDO NOGUERA,,ITACURUBI,SANTA LUCIA,URBANA,-,3,231,COMPARTIDO,2,-,CONSTRUCCION DETERIORADA Y PRECARIA,CORDILLERA,3
71,,,COL. NAC. ENSENADA,,TOBATÍ ,ENSENADA,RURAL,-,2,120,3° CICLO,2,-,DETERIORO,CORDILLERA,3
72,,,COLEGIO NACIOAL SAN JOSE,,VALENZUELA,VIRGEN DEL CARMEN,URBANA,-,3,300,COMPARTIDO,4,-,CONSTRUCCION DETERIORADA Y PRECARIA,CORDILLERA,3
75,,,COL. NAC. SAN BLÁS,,PIRIBEBUY,PIRIBEBUY,URBANA,-,3,65,E.M.,4,4,REPARACIÓN DE SANITARIOS,CORDILLERA,3
78,,,COL. NAC. HIGINIO DEL PILAR ORTÍZ,,CAACUPÉ,CÑÍA . ITUYBUMI,RURAL,-,3,38,E.M.,6,-,REFACCIÓN DE SANITARIOS,CORDILLERA,3
79,,,COL.NAC. MCAL. LÓPEZ,,ALTOS,MA. AUXILIADORA,URBANA,-,1,700,COMPARTIDO,__,4,DETERIORO POR ANTIGÜEDAD Y EXCESOS CANTIDAD DE ALUMNOS.,CORDILLERA,3
81,,,COL. NAC. ELIGIO TORRES,,CAACUPÉ,CÑÍA. ALMADA,RURAL,-,3,47,E.M.,3,-,REFACCIÓN DE SANITARIOS,CORDILLERA,3
83,,,"COLEGIO NAC. ""SANTA ROSA""",,TOBATÍ,COL. SANTA ROSA,RURAL,-,2,80,E.M.,4, -,POR DETERIORO DE LOS MISMOS POR AÑOS DE USO,CORDILLERA,3
84,,,COL. NAC. FELICIANO MORALES,,CAACUPÉ,CÑÍA. YTU GUASÚ,RURAL,-,3,150,E.M.,5,.-,REFACCIÓN DE SANITARIOS,CORDILLERA,3
85,,,COL.NAC. FRAY LUÍS DE BOLAÑOS,,ALTOS,YTAGAZA,RURAL,-,1,__,COMPARTIDO,2,.-,PARA USO EXCLUSIVO DE LOS ALUMNOS DEL 3º CICLO Y EDUC.MEDIA,CORDILLERA,3
86,,,"COLEGIO NAC. ""CURUPAYTY""",,EUSEBIO AYALA,COL. CURUPAYTY,RURAL,-,2,95,E.M.,5,.-,POR DETERIORO DE LA CONSTRUCCIÓN Y LOS ACCESORIOS,CORDILLERA,3
87,,,COL. NAAC. SAQN MIGUEL ARCÁNGEL,,CAACUPÉ,SAN MIGUEL ARCÁNGEL,URBANA,-,3,100,E.M.,7,.-,REFACCIÓN DE SANITARIOS,CORDILLERA,3
88,,,COL.NAC. JHON F. KENNEDY,,NUEVA COLOMBIA,CENTRO,URBANA,-,1,__,COMPARTIDO,7,.-,LOS SANITARIOS QUE CUENTA LA INSTITUCIÓN YA HAN LLEGADO A SU VIDA ÚTIL.,CORDILLERA,3
89,,,"COLEGIO NAC. ""ENSENADA""",,TOBATÍ,CÑÍA. ENSENADA,RURAL,-,2,120,E.M.,2,.-,POR DETERIORO DE LOS MISMOS POR AÑOS DE USO,CORDILLERA,3
90,,,COL. NAC. EMD DR. RAUL PEÑA,,CAACUPÉ,LOMA,URBANA,-,3,1300,E.M.,12,.-,REFACCIÓN DE SANITARIOS,CORDILLERA,3
92,,,COLEGIO NACIONAL AGUAITY,,EUSEBIO AYALA,CÑÍA. AGUAITY,RURAL,-,2,172,E.M.,8,.-,POR DETERIORO DE LAS CAÑERÍAS Y LA ESTRUCTURA,CORDILLERA,3
93,,,CENTRO DE EDUCACIÓN DE JÓVENES Y ADULTOS Nº  3-113,,ATYRÁ,SAN VICENTE,RURAL,-,1,30,EDUC. PERMANENTE Y E.E.B.,1,.-,"FALTA REPARAR LA PARTE ELECTRICA, ACCESORIOS, PLOMERIA DE UN SOLO SANITARIO (SISTERNA, INODORO, ETC)",CORDILLERA,3
94,,,COL. TÉC. NACIONAL PROF. A. AGUIRRE,,EUSEBIO AYALA,GRAL. CABALLERO,URBANA,-,2,750,COMPARTIDO,7,2,POR DETERIORO DE LA CONSTRUCCIÓN Y LOS ACCESORIOS,CORDILLERA,3
96,,,"COLEGIO NAC. ""MONSEÑOR DEMETRIO AQUINO""",,CARAGUATAY,ALFONSO LOMA,RURAL,-,2,130,COMPARTIDO,2, -,POR DETERIORO DE LA CONSTRUCCIÓN Y LOS ACCESORIOS,CORDILLERA,3
5,,,ESC. N° MA BERTA TICHIS,,VILLARRICA,SAN FCO. POTRERO,RURAL,-,1,200,E.E.B 1° AL 3° CICLO,5,,"ARREGLO DE TECHO, PISO. PLOMERÍA E INSTALACIÓN ELÉCTRICA",GUAIRA,4
6,,,COL. NAC. TUYUTIMI,,VILLARRICA,TUYTIMI,URBANA,-,1,106,E.E.B 3° C,3,,LOS SANITARIOS SE ENCUENTRAN EN PÉSIMAS CONDICIONES,GUAIRA,4
8,,,COL. NAC. SANTA CECILIA,,INDEPENDENCIA,SANTA CECILIA,RURAL,-,R2,147,COMPARTIDO,6,______,"CISTERNA,PÉRDIDA DE AGUA,CAÑERÍA",GUAIRA,4
16,,,COL. NAC. LOMA JHOVY,,ITAPE,LOMA JHOVY,RURAL,*,R3,128,3º. CICLO Y MED.,6,______,LA INSTITUCION NO CUENTA CON SANITARIOS,GUAIRA,4
21,,,COL. NAC. SAN FRANCISCO DE ASIS ,,ITURBE, CANDEA GUAZU,RURAL,-,R3,100,E.E.B Y MEDIA,3,,BRINDAR MAYOR SALUBRIDAD Y SEGURIDAD,GUAIRA,4
22,,,COL. NAC. ITAPE JUGUA,,ITAPE,ITAPE JUGUA,RURAL,-,R3,90,E.E.B Y MEDIA,4,,BRINDAR MAYOR SALUBRIDAD Y SEGURIDAD,GUAIRA,4
17,,,COL. NAC. DR. DOMINGO MONTANARO,,CNEL. OVIEDO ,COL. DR. D. MONTANARO,RURAL,COL. DR. D. MONTANARO,R2,177,E.E.B  3º`CICLO,3,,"REPARACIÓN  DE SISTERNA , WATER,PISOS Y CAÑERIA",CAAGUZU,5
30,,,COL NAC MARÍA AUXILIADORA,,STA ROSA DEL MBUTUY,MBUTUY,URBANA,,9,163,E.E.B 3ER CICLO,7,,DETERIORO. REPARACION TOTAL. ,CAAGUZU,5
34,,," LICEO NAC."" SANTA ANA""",,SIMÓN BOLÍVAR, CERRO SANTA ANA,RURAL,,9,50, 3º CICLO E.E.B,3,,"REPOSICIÓN DE CISTERNA, LAVATORIO Y PUERTAS.",CAAGUZU,5
35,,," COLEGIO NACIONAL"" EMPALADO""",,SIMÓN BOLÍVAR, EMPALADO,RURAL,,9,85, COMPARTIDO ,3,,"REPARAR AZULEJADO, CAÑERÍAS, GRIFOS ETC.",CAAGUZU,5
1,501043,3164,COL. NAC. YUQUYTY,,C. OVIEDO,YUQUYTY,RURAL,0,1,71,E.E.B Y MEDIO,3,0,REPARACIÓN POR DETERIORO,CAAGUZU,5
2,501021,3240,COL. NAC. SANTA LUCÍA,,C. OVIEDO,SANTA LUCÍA,URBANA,0,1,450,E.E.B Y MEDIO,1,0,REPARACIÓN DE SANITARIOS,CAAGUZU,5
3,501022,3144,COL. NAC.  E.M.D. SAN ROQUE GONZÀLEZ DE SANTACRUZ,,CNEL. OVIEDO ,Bº SAN MIGUEL,URBANA,,2,785,E.E.B Y MEDIO,_,11,"FALTA REPARACIÒN DE MESADAS, AZULEJOS, ESPEJOS, ETC.",CAAGUZU,5
4,501246,3237,COL. NACIONAL 12 DE JUNIO,,CNEL. OVIEDO ,12 DE JUNIO,URBANA,,2,507,E.E.B Y MEDIO,8,,REPARACIÒN DE CAÑERIAS Y LAVATORIOS POR DETERIORO POR LOS AÑOS DE USOS.,CAAGUZU,5
6,501055,3247,COL. NACIONAL ELISA ALICIA LYNCH,,CORONEL OVIEDO,CALLE SAN ROQUE ,RURAL,,2,117,E.E.B Y MEDIO,6,4,NECESIDAD URGENTE DE BAÑOS SEXADOS,CAAGUZU,5
7,513001,3974,COLEGIO NACIONAL TAYAO,,R. I. 3 CORRALES ,4º POTRERO TAYAÓ,URBANA,,2,113,E.E.B Y MEDIO,4,,NECESIDAD URGENTE DE BAÑOS SEXADOS,CAAGUZU,5
8,508001,3699,COL. NAC. NUEVA LONDRES,,NUEVA LONDRES,NUEVA LONDRES,URBANA, -,3,250,E.E.B Y MEDIO,4, -,REPARACIÓN TOTAL POR DETERIORO,CAAGUZU,5
9,508003,3701,COL. NAC.NUEVA AUSTRALIA,,NUEVA LONDRES,CAPILLITA,RURAL, -,3,157,E.E.B Y MEDIO,10, - ,"REPARACIÓN DE PARED, CAÑERIA, CISTERNAS Y LAVATORIOS",CAAGUZU,5
10,511004,3783,COLEGIO NACIONAL MAY. DE CAB. MIGUEL ANGEL RAMOS ALFARO,,"SAN JOSÉ DE LOS 
ARROYOS",SERAFINI,RURAL,,3,104,E.E.B Y MEDIO,2,,REPARACIÓN POR DETERIORO (SEXADO),CAAGUZU,5
11,510016,11788,COLEGIO NACIONAL SAN RAFAEL,,"SAN JOSÉ DE LOS 
ARROYOS",YKUA RUGUA,RURAL, -,3,35,NIVEL MEDIO,4, -,REPARACIÓN POR DETERIORO (SEXADO),CAAGUZU,5
12,504007,3525," COLEGIO NACIONAL"" EMPALADO""",,SIMÓN BOLÍVAR, EMPALADO,RURAL,,9,85,E.E.B Y MEDIO,3,,"REPARAR AZULEJADO, CAÑERÍAS, GRIFOS ETC.",CAAGUZU,5
6,502009,3292,"ESC. BÁS. Nº 3518 ""KUARAHY RESẼ",,CAAGUAZÚ,Bº SAN MIGUEL,URBANA,,4,628,E.E.B,2,,FALTA DE REPARACIÓN GENERAL.,CAAGUZU,5
7,514069,4069,COL. NAC. JUAN E. SANDOVAL,,RAÚL A. OVIEDO,PUENTE BABA,RURAL,,8,235,COMPARTIDO,5,1,PISO Y PLOMERIA,CAAGUZU,5
9,502007,3290,ESC. BAS. 5020 CAAGUAZU POTY,,CAAGUAZU,CENTENARIO,URBANA,,R1ZB,97,"E.E.B 1°, 2° Y 3° CICLO",1,,"FALTA DE MATENIMEINTO ( CAÑERIAS, SISTERNAS)",CAAGUZU,5
57,514053,4053,COL. NAC. RAÚL A.OVIEDO,,RAÚL A. OVIEDO,RAÚL A. OVIEDO,URBANA,,8,129,COMPARTIDO,5,1,PISO Y PLOMERIA,CAAGUZU,5
58,514039,4039,COL. NAC. KO'E RORY,,RAÚL A. OVIEDO,CIA. 11 DE SETIEMBRE,RURAL,,8,89,COMPARTIDO,5,1,PISO Y PLOMERIA,CAAGUZU,5
59,514063,4063,COL. NAC. SANTA MARIA,,TEMBIAPORA,SANTA MARIA,RURAL,,8,60,COMPARTIDO,5,1,PISO Y PLOMERIA,CAAGUZU,5
10,511087,3895,COL.NAC.SAN FRANCISCO,, YHÚ,SIDEPAR,RURAL,……………………….,   R 10,125,NIVEL MEDIO,1,……………,POR DETERIORO,CAAGUZU,5
11,511051,3839,COL.NAC.VIRGEN DEL ROSARIO,,YHÚ,MARACANÁ,RURAL,……………………….,   R 10,120,NIVEL MEDIO,1,……………,SE ENCUENTRA EN MAL ESTADO,CAAGUZU,5
12,511059,3847,COL.NAC.SAN MIGUEL ARCÁNGEL,,YHÚ,KURUPIKA'Y,RURAL,……………………….,   R 10,140,NIVEL MEDIO,4,……………,POR DETERIORO DE PAREDES Y PISO,CAAGUZU,5
14,511095,3883,COL.NAC.SANTO TOMÁS DE AQUINO,,YHÚ,YHÚ,URBANA,……………………….,   R 10,60,NIVEL MEDIO,1,……………,DETERIORO DE CAÑERIAS,CAAGUZU,5
15,511089,3877,COL.NAC.SAN ROQUE G.SANTACRUZ,,YHÚ,SIDEPAR,RURAL,……………………….,   R 10,38,NIVEL MEDIO,1,……………,POR DETERIORO,CAAGUZU,5
1,,,COL. NAC. DR. FELIPE MOLAS LÓPEZ,,YUTY,STA INÉS,URBANA,,1,211,E.M.,2,0,TODOS NECESITAN SER REPARADOS ESTÁN MUY DETERIORADOS,CAAZAPA,6
2,,,COL. NAC. DE YATAITY,,YUTY,YATAITY,URBANA,,1,109,E.M.,2,0,TODOS NECESITAN SER REPARADOS ESTÁN MUY DETERIORADOS,CAAZAPA,6
3,,,COL. NAC. SAN RAFAEL,,YEGROS,SAN RAFAEL,RURAL,,1,64,E.M.,2,0,TODOS NECESITAN SER REPARADOS ESTÁN MUY DETERIORADOS,CAAZAPA,6
2,,,COL. NAC. GUAPO´Y ,,TOMÁS ROMERO P.,CRUCE GUAPO´Y,RURAL, - ,R4 Z2,175,COMPARTIDO, -,6,EL BAÑO CON QUE SE CUENTA HA REBAZADO EN SU CAPACIDAD,ITAPUA,7
3,,,COL. NAC. MARIA AUXILIADORA,,TOMÁS ROMERO P.,MARIA AUXILIADORA,URBANA, - ,R4 Z2,200,COMPARTIDO, -,6,EL BAÑO CON QUE SE CUENTA HA REBAZADO EN SU CAPACIDAD,ITAPUA,7
4,,,COL. NAC. ÑEMITY RENDA,,TOMÁS ROMERO P.,ÑEMITY RENDA KM. 47,URBANA, - ,R4 Z2,118,COMPARTIDO,6, - ,EL BAÑO CON QUE SE CUENTA HA REBAZADO EN SU CAPACIDAD,ITAPUA,7
9,,,COLEGIO NACIONAL SAN RAMÓN,,MAYOR OTAÑO,YACUI MINI,RURAL,,R6 Z2,110,COMPARTIDO,3,,"SE NECESITA REPARACIÓN POR MOTIVO DE PROBLEMA DE PLOMERIA, DETERIORO DE PINTURA Y SITERNA",ITAPUA,7
11,,,ESC. BÁS. Nº SAN ISIDRO LABRADOR,,GRAL. DELGADO,SAN ISIDRO,RURAL,,R2 Z1,120,E.E.B,4,,FALTA TERMINACION,ITAPUA,7
16,,,COLEGIO MARCELINA BOGADO,,CNEL. BOGADO,STA. CLARA,URBANA,,R2 Z1,700,COMPARTIDO,12,8,DETERIORO DE PISO Y PINTURA,ITAPUA,7
17,,,COLEGIO SABN JOSE,,CNEL. BOGADO,SAN BLAS,URBANA,,R2 Z1,400,COMPARTIDO,5,2,FALTA REPARACION DE PLOMERIA ,ITAPUA,7
18,,,COLEGIO SAN DIONISIO,,GRAL. DELGADO,SAN DIONISIO,RURAL, - ,R2 Z1,120,COMPARTIDO,2,,FALTA DE PLOMERIA E ISTALACION ELECTRICA,ITAPUA,7
19,,,ESCUELA BÁSICA Nº  731 ¨SAN MIGUEL¨,731,CAMBYRETÁ,SAN MIGUEL,RURAL,,R4 Z1,830,E.E.B,7,7,POR CRECIMIENTO POBLACIONAL,ITAPUA,7
31,,,COLEGIO NACIONAL REPÚBLICA ARGENTINA,,ENCARNACIÓN,Bº BUENA VISTA,URBANA,-,R5 Z1,300,E.M.,6,2,NECESITA REPARACIÓN,ITAPUA,7
37,´0712005,´05207,COL. NAC. PEDRO JUAN CABALLERO,,OBLIGADO ,OBLIGADO KM 17,RURAL,,R1 Z2,137,COMPARTIDO,2,,"PISO Y PLOMERÍA, DETERIORO DEL PISO, PÉRDIDA DE AGUA",ITAPUA,7
42,,,COL. NAC. NTRA SRA DE LA ASUNCIÓN,,EDELIRA,KM. 30,RURAL,,R2 Z2,247,COMPARTIDO,4,,POR DETERIORO,ITAPUA,7
43,,,COL NAC. PROF. DR. LUS M. ARGAÑA,,EDELIRA,KM. 28 - 5º LÍNEA,RURAL,,R2 Z2,109,COMPARTIDO,4,,POR DETERIORO,ITAPUA,7
47,,,COL. NAC. FEDERICO MAINTZHUSEN,,CAPITÁN MEZA,PUERTO,URBANA,,R2 Z2,125,COMPARTIDO,5,,POR AVERIAS,ITAPUA,7
54,07/10/041,11658,"COLEGIO NACIONAL ""PROF. DR. LUIS MARIA ARGAÑA""",,NATALIO ,NATALIO KM. 20,RURAL,,R3 Z2,37,E.M.Y T.,2,,ACTUALMENTE EL SANITARIO ESTÁ INHABILITADO POR FALTA DE INFRAESCTRUCTURA ,ITAPUA,7
55,07/27/001,5591,COL. NAC. YATYTAY - SAN JUAN BAUTISTA,,YATYTAY,YATYTAY KM. 16,URBANA,,R3 Z2,400,E.E.B Y E.M.YT,8,8,NECESITAMOS  POR EL AUMENTO DE ALUMNOS CADA AÑO  PARA DAR MAYOR COMODIDAD A NUESTROS ALUMNOS/AS,ITAPUA,7
56,07/27/027,5587,COL.NAC.SANTA CATALINA,,YATYTAY,BONANZA 3RA LINEA,RURAL, -,R3 Z2,118,B.C.C.S Y E.E.B,3, -,NO POSEEMOS SANITARIOS ADECUADOS PARA LOS ALUMNOS,ITAPUA,7
1,,,"COLEGIO NACIONAL ""SAN CRISTOBAL""",,SAN JUAN BAUTISTA,SAN CRISTOBAL,RURAL,----,1,200,COMPARTIDO,2,2,LOS SANITARIOS CON QUE CUENTA LA INSTITUCIÓN ESTAN EN MALAS CONDICIONES RESULTANDO INSALUBRE.,MISIONES,8
1,,,COLEGIO NAC. DON ALBERTO RODRÍGUEZ,,SANTA ROSA,GABINO ROJAS,RURAL,,R2,80,E.E.B 3ERC.Y N.M,2,2,LA INSTITUCIÓN CUENTA CON UNA CONSTRUCCION MUY ANTIGUA Y PRECARIA LA CUAL SE TORNA PELIGROSA E INSALUBRE PARA LOS EDUCANDOS.,MISIONES,8
3,,,COL.NAC. DE EMYD VILLA PERMANENTE,,AYOLAS,VILLA PERMANENTE,URBANA,-,3,340,EDUCACION MEDIA,10,10,PLOMERIA-SANITARIOS,MISIONES,8
15,,,COL. NAC. DON BUENAVENTURA AYALA AMARILLA,,BENJAMÍN ACEVAL,COSTA GUAZÚ ,RURAL,,2,120,E.M.,3,,DÉFICIT,PDTE. HAYES,15
16,,,COL.NAC. GRAL.BERNARDINO CABALLERO,,AYOLAS,NÚCLEO 2,URBANA,-,3,239,COMPARTIDO,4,-,REPARACIÓN TOTAL DE LOS  BAÑOS,MISIONES,8
21,,,COL.NAC. CARLOS A. LÓPEZ,,SANTIAGO,SANTIAGO,URBANA,-,3,163,"EDUCACION 
MEDIA",6,-,SE NECESITA CON URGENCIA LA REPARACIÓN TOTAL DE LOS SANITARIOS.,MISIONES,8
22,,,C.N. JUAN DE AYOLAS,,AYOLAS,Bº. MA. GRACIELA,URBANA,-,III,220,E.E.BY NM COMPARTIDO,6,-,"DETERIORO DE PINTURA, PISO, GRIFERÍAS Y SANITARIOS EN GENERAL. FALTA NUEVA CONSTRUCCIÓN PORQUE COMPARTEN NI,EEB,1º,2º,3ºC Y NM",MISIONES,8
23,,,C.N.CARLOS ANTONIO LÓPEZ,,SANTIAGO,SANTIAGO,URBANA,-,III,120,E.MEDIA,8,-,"NUEVA CONSTRUCCIÓN, MALA UBICACIÓN, MUY DETERIORADO",MISIONES,8
24,,,COLEGIO NACIONAL GRAL.BERNARDINO CABALLERO,,AYOLAS,NÚCLEO II,URBANA,-,III,250,E.E.BY NM COMPARTIDO,4,4,"DETERIORO DE PINTURA, PISO, GRIFERÍAS Y SANITARIOS EN GENERAL",MISIONES,8
5,,,CENTRO E.M.P.J.A     N°149 ,149,ACAHAY ,B° 15  DE AGOSTO,URBANA,,R1,40,E.M. P.J.A,1,,POR  CRECIMIENTO POBLACIONAL,PARAGUARI,9
8,,, COL. NAC. DON FLORENCIO ZÁRATE,, SAPUCAI , SAPUCAI ,URBANA,,1,240,E.E.B Y MEDIA,,2,POR FALTA,PARAGUARI,9
21,,,COL. NAC. CAÑADA SIMBRÓN,,SAN ROQUE GONZÁLEZ DE SANTA CRUZ,CAÑADA SIMBRÓN,RURAL,,3,164,E.E.B Y NM,4,,"DETERIORO DE PARED, TECHO Y ELECTRICIDAD",PARAGUARI,9
25,,,COL. NAC. SAN JOSÉ,,YBYCUÍ,MBOCAYA PUCÚ,RURAL,,4,93,COMPARTIDO,3,,LOS SANITARIOS NECESITA DE REPARACIÓN DE PLOMERÍA Y PARTE ELECTRICA,PARAGUARI,9
27,,,COLEGIO NAC. MATACHI,,SAN ROQUE GONZÁLEZ DE SANTA CRUZ,MATACHI,RURAL,,3,180,E.E.B Y NM,6,,"DETERIORO DE PARED, TECHO Y ELECTRICIDAD",PARAGUARI,9
32,,,"ESC. BÁS. Nº 5361 ""TTE. 1º PANTALEÓN ARCE""",5361,YAGUARÓN,COMPAÑÍA YSATY,RURAL,,1,155,INICIAL Y E.E.B,1,1,FALTA MANTENIMIENTO,PARAGUARI,9
33,,,COL. NAC. SAN RAFAEL,,YBYCUÍ,PANCHA GARMENDIA,RURAL,,4,24,N. MEDIO,3,,"REPARACIÓN DE TECHO, PISO,PLOMERÍA Y ELECTRICIDAD",PARAGUARI,9
45,,,COL. NAC. CARLOS MORPHY,,YBYCUÍ,CAÑADA,RURAL,,4,31,N. MEDIO,3,,"REPARACIÓN DE TECHO, PISO, PLOMERÍA Y ELECTRICIDAD",PARAGUARI,9
48,,,COLEGIO NACIONAL DE PIRAYÚ,,PIRAYÚ,PIRAYÚ -BARRIO N° 1,URBANA,,1,174,E.E.B,4,,  SE  ENCUENTRAN MUY DETERIORADOS,PARAGUARI,9
49,,,COL. NAC. AGYSTIN GOIBURÚ,,YBYCUÍ,COL. AGUSTIN GOIBURÚ,RURAL,COL. AGUSTIN GOIBURÚ,4,300,COMPARTIDO,3,,POR DETERIORO,PARAGUARI,9
50,,,COLEGIO NACIONAL PROF. MARCIANO MARTÍNEZ,,PIRAYÚ,CÑIA- PASO ESPERANZA ,RURAL,,1,160,E.E.B,4,4,NO CUENTA CON SANITARIOS SEXADO,PARAGUARI,9
52,,,COLEGIO NACIONAL MARÍA AXILIADORA,,PIRAYÚ,CÑIA- YAGUARÓN YURÚ,RURAL,,1,74,E.E.B,4,3,  SE  ENCUENTRAN MUY DETERIORADOS,PARAGUARI,9
58,,,COLEG. NAC. SANTA RITA,,PARAGUARÍ,SOTO RUGUA,RURAL,,1,60,E.E.B,3,,"REPARACIÓN DE CAÑERÍAS, GRIFOS Y ACCESORIOS",PARAGUARI,9
